filename,width,height,depth,area,damaged_area,bluriness,severity,count
levle0_158.jpg,3112,3456,3,50355,0.004681977024421594,82.51622442538677,0,2
levle1_439.jpg,3112,3456,3,94875,0.008821419326620965,35.32752016004113,1,6
levle3_36.jpg,2592,1944,3,435852,0.08649834247828075,16.02458776255426,3,52
levle0_164.jpg,3112,3456,3,84466,0.007853596888984099,22.74507505534718,0,3
levle1_377.jpg,3112,3456,3,185492,0.017246932424069314,105.71357522278443,1,8
levle1_411.jpg,3112,3456,3,214455,0.019939894405169953,77.68842188378795,1,8
levle1_405.jpg,3112,3456,3,227562,0.02115857522850614,146.36111416406942,1,10
levle0_170.jpg,3112,3456,3,64826,0.0060274817314100735,30.165321528302762,0,2
levle1_363.jpg,3112,3456,3,109281,0.010160880373464725,78.12706915779711,1,6
levle3_22.jpg,227,345,3,15931,0.20342207750750177,1071.6660835883176,3,65
levle1_388.jpg,3112,3456,3,147435,0.01370841589902885,105.76013520700421,1,7
levle0_67.jpg,4912,3264,3,202403,0.012624332866289839,22.06481973436084,0,4
levle1_149.jpg,3112,3456,3,83368,0.007751505522231744,63.41303424034458,1,6
levle0_73.jpg,4912,3264,3,217129,0.01354282679073258,34.58633125561373,0,5
levle0_428.jpg,3112,3456,3,57801,0.005374301538846044,53.310882990317744,0,3
levle0_400.jpg,3112,3456,3,110451,0.010269666256069695,62.025121708216744,0,5
levle1_613.jpg,3112,3456,3,125651,0.011682952936065886,100.06474154426878,1,7
levle1_175.jpg,3112,3456,3,76334,0.0070974885151861376,28.93179422636262,1,6
levle0_366.jpg,3112,3456,3,37930,0.0035267081429115493,37.8288100701138,0,2
levle1_161.jpg,3112,3456,3,113094,0.010515410775492716,130.37064427289855,1,8
levle0_372.jpg,3112,3456,3,71811,0.006676942748500428,132.98074703691995,0,5
levle0_414.jpg,3112,3456,3,33465,0.0031115551806626678,53.50128004698912,0,2
levle1_607.jpg,3112,3456,3,123604,0.01149262413120061,68.18736211123372,1,9
levle0_399.jpg,3112,3456,3,51709,0.004807871114205465,100.49602578206276,0,2
levle0_98.jpg,3112,3456,3,56171,0.005222745138293821,57.089479825183,0,2
levle2_62.jpg,4912,3264,3,260742,0.016263068236252155,18.704427758824014,1,14
levle2_76.jpg,3112,3456,3,592593,0.05509893378677521,47.049598348808516,2,24
levle0_212.jpg,3112,3456,3,40112,0.003729589165000476,73.87139128400244,0,2
levle0_206.jpg,3112,3456,3,16100,0.0014969681281538608,9.150499966181657,0,1
levle2_129.jpg,3112,3456,3,428718,0.039861936768066264,84.00234214573491,2,29
levle1_4.jpg,412,534,3,14574,0.06624304570742882,333.81479618579084,1,13
levle2_101.jpg,3112,3456,3,348483,0.032401735664810055,53.51567510071189,2,24
levle2_115.jpg,3112,3456,3,278454,0.02589048218366181,80.30288881023161,1,18
levle2_89.jpg,229,220,3,3556,0.07058356490670901,74.54226880511605,2,24
levle1_559.jpg,3112,3456,3,27209,0.0025298761365800245,12.374819050520351,0,1
levle1_203.jpg,3112,3456,3,123878,0.011518100483195277,131.74211971890324,1,8
levle1_565.jpg,3112,3456,3,157312,0.014626773302865848,115.08614006733016,1,9
levle1_33.jpg,3112,3456,3,197226,0.018337952549271636,104.61844625339954,1,11
levle1_571.jpg,3112,3456,3,211874,0.019699914607731125,63.87565615489802,1,13
levle1_27.jpg,375,375,3,2081,0.014798222222222223,377.68711570753106,1,7
levle1_217.jpg,3112,3456,3,198211,0.018429537245310865,31.48687549397741,1,13
levle3_110.jpg,258,195,3,9413,0.18709998012323595,407.88902114779444,3,64
levle3_6.jpg,690,920,3,84478,0.13307813484562067,215.86814583142007,3,65
levle3_104.jpg,504,723,3,83293,0.22858075918241894,393.2405721454545,3,53
levle3_105.jpg,450,600,3,49365,0.18283333333333332,56.594350558998634,3,52
levle3_111.jpg,5184,3456,3,543643,0.030344156789409008,15.084762398221216,3,62
levle3_7.jpg,690,920,3,70727,0.1114161940768746,254.67127898040522,3,58
levle1_26.jpg,450,711,3,2330,0.007282387873105173,397.0468804169153,1,6
